projectcode,incubationid,sampleid,treatment,incubationdays,matrix,analyte,measvalue,units,method ,measdate,meastime,labid,sampletype,notes
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_B,Spiked Control,5,filtered porewater,sulfate,240.01,mg/L,EPA 300.1,,,B63,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_B,Spiked Control,5,filtered porewater,sulfate,252.66,mg/L,EPA 300.1,,,B64,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_B,Control,0,filtered porewater,sulfate,0.4,mg/L,EPA 300.1,,,B65,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_B,Control,0,filtered porewater,sulfate,0.4,mg/L,EPA 300.1,,,B66,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_B,Control,0,filtered porewater,sulfate,0.39,mg/L,EPA 300.1,,,B67,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_B,Control,0.5,filtered porewater,sulfate,0.08,mg/L,EPA 300.1,,,B68,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_B,Control,0.5,filtered porewater,sulfate,0.08,mg/L,EPA 300.1,,,B69,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_B,Control,0.5,filtered porewater,sulfate,0.16,mg/L,EPA 300.1,,,B70,sample,
DOE2,DOE_GR_20191203_C_1d_1,DOE_GR_20191203_C_1d_1_B,Control,1,filtered porewater,sulfate,0.18,mg/L,EPA 300.1,,,B71,sample,
DOE2,DOE_GR_20191203_C_1d_2,DOE_GR_20191203_C_1d_2_B,Control,1,filtered porewater,sulfate,0.19,mg/L,EPA 300.1,,,B72,sample,
DOE2,DOE_GR_20191203_C_1d_3,DOE_GR_20191203_C_1d_3_B,Control,1,filtered porewater,sulfate,0.43,mg/L,EPA 300.1,,,B73,sample,
DOE2,DOE_GR_20191203_C_2d_1,DOE_GR_20191203_C_2d_1_B,Control,2,filtered porewater,sulfate,0.21,mg/L,EPA 300.1,,,B74,sample,
DOE2,DOE_GR_20191203_C_2d_2,DOE_GR_20191203_C_2d_2_B,Control,2,filtered porewater,sulfate,0.13,mg/L,EPA 300.1,,,B75,sample,
DOE2,DOE_GR_20191203_C_2d_3,DOE_GR_20191203_C_2d_3_B,Control,2,filtered porewater,sulfate,0.35,mg/L,EPA 300.1,,,B76,sample,
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_B,Control,5,filtered porewater,sulfate,0.15,mg/L,EPA 300.1,,,B77,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_B,Control,5,filtered porewater,sulfate,0.12,mg/L,EPA 300.1,,,B78,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_B,Control,5,filtered porewater,sulfate,0.04,mg/L,EPA 300.1,,,B79,sample,
DOE2,DOE_GR_20191203_MB_0.5d_1,DOE_GR_20191203_MB_0.5d_1_B,Method Blank,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B1,qc,
DOE2,DOE_GR_20191203_MB_1d_1,DOE_GR_20191203_MB_1d_1_B,Method Blank,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B2,qc,
DOE2,DOE_GR_20191203_MB_2d_1,DOE_GR_20191203_MB_2d_1_B,Method Blank,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B3,qc,
DOE2,DOE_GR_20191203_MB_5d_1,DOE_GR_20191203_MB_5d_1_B,Method Blank,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B4,qc,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_B,Manganese Oxide,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B5,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_B,Manganese Oxide,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B6,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_B,Manganese Oxide,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B7,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_B,Manganese Oxide,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B8,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_B,Manganese Oxide,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B9,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_B,Manganese Oxide,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B10,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_B,Manganese Oxide,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B11,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_B,Manganese Oxide,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B12,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_B,Manganese Oxide,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B13,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_B,Manganese Oxide,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B14,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_B,Manganese Oxide,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B15,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_B,Manganese Oxide,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B16,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_B,Manganese Oxide,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B17,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_B,Manganese Oxide,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B18,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_B,Manganese Oxide,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B19,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_B,Activated Carbon,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B20,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_B,Activated Carbon,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B21,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_B,Activated Carbon,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B22,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_B,Activated Carbon,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B23,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_B,Activated Carbon,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B24,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_B,Activated Carbon,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B25,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_B,Activated Carbon,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B26,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_B,Activated Carbon,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B27,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_B,Activated Carbon,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B28,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_B,Activated Carbon,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B29,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_B,Activated Carbon,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B30,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_B,Activated Carbon,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B31,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_B,Activated Carbon,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B32,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_B,Activated Carbon,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B33,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_B,Activated Carbon,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B34,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_B,MnO2 + AC,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B35,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_B,MnO2 + AC,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B36,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_B,MnO2 + AC,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B37,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_B,MnO2 + AC,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B38,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_B,MnO2 + AC,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B39,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_B,MnO2 + AC,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B40,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_B,MnO2 + AC,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B41,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_B,MnO2 + AC,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B42,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_B,MnO2 + AC,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B43,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_B,MnO2 + AC,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B44,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_B,MnO2 + AC,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B45,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_B,MnO2 + AC,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B46,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_B,MnO2 + AC,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B47,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_B,MnO2 + AC,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B48,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_B,MnO2 + AC,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B49,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_B,Spiked Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B50,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_B,Spiked Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B51,sample,
DOE2,DOE_GR_20191203_SC_0d_3,DOE_GR_20191203_SC_0d_3_B,Spiked Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B52,sample,
DOE2,DOE_GR_20191203_SC_0.5d_1,DOE_GR_20191203_SC_0.5d_1_B,Spiked Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B53,sample,
DOE2,DOE_GR_20191203_SC_0.5d_2,DOE_GR_20191203_SC_0.5d_2_B,Spiked Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B54,sample,
DOE2,DOE_GR_20191203_SC_0.5d_3,DOE_GR_20191203_SC_0.5d_3_B,Spiked Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B55,sample,
DOE2,DOE_GR_20191203_SC_1d_1,DOE_GR_20191203_SC_1d_1_B,Spiked Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B56,sample,
DOE2,DOE_GR_20191203_SC_1d_2,DOE_GR_20191203_SC_1d_2_B,Spiked Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B57,sample,
DOE2,DOE_GR_20191203_SC_1d_3,DOE_GR_20191203_SC_1d_3_B,Spiked Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B58,sample,
DOE2,DOE_GR_20191203_SC_2d_1,DOE_GR_20191203_SC_2d_1_B,Spiked Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B59,sample,
DOE2,DOE_GR_20191203_SC_2d_2,DOE_GR_20191203_SC_2d_2_B,Spiked Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B60,sample,
DOE2,DOE_GR_20191203_SC_2d_3,DOE_GR_20191203_SC_2d_3_B,Spiked Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B61,sample,
DOE2,DOE_GR_20191203_SC_5d_1,DOE_GR_20191203_SC_5d_1_B,Spiked Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B62,sample,
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_B,Spiked Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B63,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_B,Spiked Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B64,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_B,Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B65,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_B,Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B66,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_B,Control,0,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B67,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_B,Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B68,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_B,Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B69,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_B,Control,0.5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B70,sample,
DOE2,DOE_GR_20191203_C_1d_1,DOE_GR_20191203_C_1d_1_B,Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B71,sample,
DOE2,DOE_GR_20191203_C_1d_2,DOE_GR_20191203_C_1d_2_B,Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B72,sample,
DOE2,DOE_GR_20191203_C_1d_3,DOE_GR_20191203_C_1d_3_B,Control,1,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B73,sample,
DOE2,DOE_GR_20191203_C_2d_1,DOE_GR_20191203_C_2d_1_B,Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B74,sample,
DOE2,DOE_GR_20191203_C_2d_2,DOE_GR_20191203_C_2d_2_B,Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B75,sample,
DOE2,DOE_GR_20191203_C_2d_3,DOE_GR_20191203_C_2d_3_B,Control,2,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B76,sample,
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_B,Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B77,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_B,Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B78,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_B,Control,5,filtered porewater,orthophosphate,,mg/L,EPA 300.1,,,B79,sample,
DOE2,DOE_GR_20191203_MB_0.5d_1,DOE_GR_20191203_MB_0.5d_1_B,Method Blank,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B1,qc,
DOE2,DOE_GR_20191203_MB_1d_1,DOE_GR_20191203_MB_1d_1_B,Method Blank,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B2,qc,
DOE2,DOE_GR_20191203_MB_2d_1,DOE_GR_20191203_MB_2d_1_B,Method Blank,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B3,qc,
DOE2,DOE_GR_20191203_MB_5d_1,DOE_GR_20191203_MB_5d_1_B,Method Blank,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B4,qc,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_B,Manganese Oxide,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B5,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_B,Manganese Oxide,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B6,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_B,Manganese Oxide,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B7,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_B,Manganese Oxide,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B8,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_B,Manganese Oxide,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B9,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_B,Manganese Oxide,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B10,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_B,Manganese Oxide,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B11,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_B,Manganese Oxide,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B12,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_B,Manganese Oxide,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B13,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_B,Manganese Oxide,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B14,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_B,Manganese Oxide,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B15,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_B,Manganese Oxide,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B16,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_B,Manganese Oxide,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B17,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_B,Manganese Oxide,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B18,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_B,Manganese Oxide,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B19,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_B,Activated Carbon,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B20,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_B,Activated Carbon,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B21,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_B,Activated Carbon,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B22,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_B,Activated Carbon,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B23,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_B,Activated Carbon,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B24,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_B,Activated Carbon,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B25,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_B,Activated Carbon,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B26,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_B,Activated Carbon,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B27,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_B,Activated Carbon,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B28,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_B,Activated Carbon,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B29,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_B,Activated Carbon,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B30,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_B,Activated Carbon,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B31,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_B,Activated Carbon,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B32,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_B,Activated Carbon,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B33,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_B,Activated Carbon,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B34,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_B,MnO2 + AC,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B35,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_B,MnO2 + AC,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B36,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_B,MnO2 + AC,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B37,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_B,MnO2 + AC,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B38,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_B,MnO2 + AC,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B39,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_B,MnO2 + AC,0.5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B40,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_B,MnO2 + AC,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B41,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_B,MnO2 + AC,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B42,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_B,MnO2 + AC,1,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B43,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_B,MnO2 + AC,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B44,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_B,MnO2 + AC,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B45,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_B,MnO2 + AC,2,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B46,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_B,MnO2 + AC,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B47,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_B,MnO2 + AC,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B48,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_B,MnO2 + AC,5,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B49,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_B,Spiked Control,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B50,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_B,Spiked Control,0,filtered porewater,dissolved organic carbon,,mg/L,EPA 300.1,,,B51,sample,
